,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-09-25,613000000.0,,524000000.0,112000000.0,-241000000.0,1377000000.0,3735000000.0,1745000000.0,1745000000.0,,-48000000.0,,,,783000000.0,12172000000.0,10427000000.0,8437000000.0,-1221000000.0,18000000.0,-259000000.0,-241000000.0
2019-09-27,644000000.0,,1931000000.0,112000000.0,1844000000.0,1489000000.0,4394000000.0,2261000000.0,2261000000.0,,-68000000.0,,,,-15000000.0,13448000000.0,11187000000.0,9054000000.0,-330000000.0,-102000000.0,1946000000.0,1844000000.0
2018-09-28,680000000.0,,2240000000.0,112000000.0,2565000000.0,1591000000.0,4745000000.0,2486000000.0,2486000000.0,-12000000.0,-107000000.0,,,,-344000000.0,13988000000.0,11502000000.0,9243000000.0,-246000000.0,-19000000.0,2584000000.0,2565000000.0
2017-09-29,611000000.0,,1720000000.0,112000000.0,1683000000.0,1577000000.0,4183000000.0,1994000000.0,1994000000.0,1000000.0,-130000000.0,,,,180000000.0,12185000000.0,10191000000.0,8002000000.0,-274000000.0,143000000.0,1540000000.0,1683000000.0
