,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-12-31,,,1741881000.0,213791000.0,1208368000.0,1787379000.0,3746904000.0,0.0,1769350000.0,190175000.0,,,,,447587000.0,3746904000.0,1977554000.0,0.0,-27469000.0,,1294294000.0,1191217000.0
2019-12-31,,,1610402000.0,150773000.0,1136856000.0,1430174000.0,3220624000.0,0.0,1637871000.0,152579000.0,,,,,425685000.0,3220624000.0,1582753000.0,0.0,-27469000.0,,1184717000.0,1136856000.0
2018-12-31,,,1362909000.0,148634000.0,973840000.0,1066666000.0,2551102000.0,0.0,1397185000.0,87251000.0,,,,,351561000.0,2551102000.0,1153917000.0,0.0,-34276000.0,,1011348000.0,973840000.0
2017-12-31,,,874641000.0,139620000.0,490506000.0,890465000.0,1882565000.0,0.0,906979000.0,85121000.0,,,,,355463000.0,1882565000.0,975586000.0,0.0,-32338000.0,,519178000.0,490506000.0
