,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-08-02,92000000.0,,766000000.0,6000000.0,1628000000.0,1519000000.0,3008000000.0,1291000000.0,1291000000.0,106000000.0,-345000000.0,,,,174000000.0,8691000000.0,7400000000.0,5683000000.0,-525000000.0,1036000000.0,592000000.0,1628000000.0
2019-07-28,88000000.0,,625000000.0,9000000.0,211000000.0,1383000000.0,2711000000.0,1117000000.0,1117000000.0,123000000.0,-356000000.0,,,,151000000.0,8107000000.0,6990000000.0,5396000000.0,-492000000.0,-263000000.0,474000000.0,211000000.0
2018-07-29,91000000.0,,830000000.0,9000000.0,261000000.0,1177000000.0,2461000000.0,1404000000.0,1404000000.0,-211000000.0,-183000000.0,,,,106000000.0,6615000000.0,5211000000.0,4154000000.0,-574000000.0,-463000000.0,724000000.0,261000000.0
2017-07-30,93000000.0,,1316000000.0,8000000.0,887000000.0,1090000000.0,2446000000.0,1503000000.0,1503000000.0,-240000000.0,-115000000.0,,,,392000000.0,5837000000.0,4334000000.0,3391000000.0,-187000000.0,-37000000.0,924000000.0,887000000.0
