,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-05-31,,,-161000000.0,,-52400000.0,759900000.0,1408400000.0,292600000.0,292600000.0,,-62200000.0,,,,-111800000.0,7806900000.0,7514300000.0,6398500000.0,-453600000.0,-3200000.0,-49200000.0,-52400000.0
2019-05-26,,,782300000.0,,713400000.0,660800000.0,1849000000.0,851500000.0,851500000.0,,-54000000.0,,,,63700000.0,8510400000.0,7658900000.0,6661400000.0,-69200000.0,-5200000.0,718600000.0,713400000.0
2018-05-27,,,605700000.0,,596000000.0,662100000.0,1745400000.0,770200000.0,770200000.0,,-59700000.0,,,,1900000.0,8080100000.0,7309900000.0,6334700000.0,-164500000.0,-7800000.0,603800000.0,596000000.0
2017-05-28,,,637300000.0,,479100000.0,627400000.0,1569400000.0,669100000.0,669100000.0,,-41500000.0,,,,154800000.0,7170200000.0,6501100000.0,5600800000.0,-31800000.0,-3400000.0,482500000.0,479100000.0
