,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-10-31,93300000.0,,266500000.0,200000.0,238400000.0,992500000.0,1624900000.0,401900000.0,401900000.0,,-36800000.0,,,,28100000.0,2430900000.0,2029000000.0,806000000.0,-135400000.0,,238400000.0,238400000.0
2019-10-31,86700000.0,,477400000.0,200000.0,466700000.0,969500000.0,1785000000.0,583000000.0,583000000.0,,-68000000.0,,,,10700000.0,2653400000.0,2070400000.0,868400000.0,-105600000.0,,466700000.0,466700000.0
2018-10-31,84800000.0,,331900000.0,200000.0,139900000.0,973300000.0,1632300000.0,427500000.0,427500000.0,,-82700000.0,,,,192000000.0,2532800000.0,2105300000.0,900500000.0,-95600000.0,,139900000.0,139900000.0
2017-10-31,69200000.0,,394000000.0,100000.0,372900000.0,799100000.0,1365800000.0,429100000.0,429100000.0,,-33400000.0,,,,21100000.0,2139000000.0,1709900000.0,773200000.0,-60600000.0,,372900000.0,372900000.0
