,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-03-31,296398000.0,,458439000.0,,404459000.0,776659000.0,1546520000.0,425350000.0,425350000.0,,-2637000.0,,,,53980000.0,3088970000.0,2663620000.0,1542450000.0,33089000.0,,404459000.0,404459000.0
2019-03-31,230170000.0,,232785000.0,,333837000.0,672634000.0,1152176000.0,209140000.0,209140000.0,,-8032000.0,,,,-101052000.0,2668394000.0,2459254000.0,1516218000.0,23645000.0,,333837000.0,333837000.0
2018-03-31,196373000.0,,136625000.0,,173533000.0,503920000.0,895641000.0,151379000.0,151379000.0,,-22269000.0,,,,-36908000.0,1792892000.0,1641513000.0,897251000.0,-14754000.0,,173533000.0,173374000.0
2017-03-31,137915000.0,,76965000.0,,67303000.0,496862000.0,776955000.0,111471000.0,111471000.0,,-29569000.0,,,,9662000.0,1779748000.0,1668277000.0,1002793000.0,-34506000.0,,67303000.0,66028000.0
