,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-03-31,65546000.0,,498681000.0,12848000.0,407605000.0,708506000.0,1322393000.0,548341000.0,548341000.0,,-40279000.0,,,,90876000.0,3030895000.0,2482554000.0,1708502000.0,-49660000.0,,407805000.0,407605000.0
2019-03-31,63038000.0,,369470000.0,7988000.0,304051000.0,644787000.0,1185148000.0,477323000.0,477323000.0,,-45015000.0,,,,64394000.0,2782170000.0,2304847000.0,1597022000.0,-107853000.0,,305076000.0,304051000.0
2018-03-31,60782000.0,,354982000.0,11340000.0,290915000.0,615767000.0,1092746000.0,416197000.0,416197000.0,,-50629000.0,,,,63360000.0,2619996000.0,2203799000.0,1527250000.0,-61215000.0,,291622000.0,290915000.0
2017-03-31,59397000.0,,184646000.0,11431000.0,109965000.0,651957000.0,1026213000.0,314859000.0,314859000.0,,-44520000.0,,,,74015000.0,2612756000.0,2297897000.0,1586543000.0,-130213000.0,,110631000.0,109965000.0
