,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-09-30,,,2983000000.0,281500000.0,2373700000.0,1683100000.0,4622000000.0,2938900000.0,2938900000.0,,,,,,602500000.0,20311100000.0,17372200000.0,15689100000.0,44100000.0,,2380500000.0,2373700000.0
2019-09-30,,,2125300000.0,274200000.0,1618500000.0,1539500000.0,3650600000.0,2111100000.0,2111100000.0,,,,,,506700000.0,17592900000.0,15481800000.0,13942300000.0,14200000.0,,1618600000.0,1618500000.0
2018-09-30,,,2060000000.0,174500000.0,1460300000.0,1404200000.0,3462800000.0,2058600000.0,2058600000.0,,,,,,597700000.0,16068000000.0,14009400000.0,12605200000.0,1400000.0,,1462300000.0,1460300000.0
2017-09-30,,,1602100000.0,500000.0,1038400000.0,1232300000.0,2834800000.0,1602500000.0,1602500000.0,,,,,,563700000.0,14091000000.0,12488500000.0,11256200000.0,-400000.0,,1038400000.0,1038400000.0
