,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-08-31,,,784000000.0,498000000.0,456000000.0,25026000000.0,28017000000.0,2991000000.0,2991000000.0,,-584000000.0,,,,360000000.0,139537000000.0,136546000000.0,111520000000.0,-2207000000.0,,424000000.0,456000000.0
2019-08-31,,,4550000000.0,641000000.0,3982000000.0,24998000000.0,30076000000.0,5078000000.0,5078000000.0,,-676000000.0,,,,588000000.0,136866000000.0,131788000000.0,106790000000.0,-528000000.0,,3962000000.0,3982000000.0
2018-08-31,,,6029000000.0,682000000.0,5024000000.0,24638000000.0,30792000000.0,6154000000.0,6154000000.0,,-577000000.0,,,,998000000.0,131537000000.0,125383000000.0,100745000000.0,-125000000.0,,5031000000.0,5024000000.0
2017-08-31,,,4861000000.0,808000000.0,4078000000.0,23618000000.0,29162000000.0,5544000000.0,5544000000.0,,-643000000.0,,,,760000000.0,118214000000.0,112670000000.0,89052000000.0,-683000000.0,,4101000000.0,4078000000.0
