,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-09-30,1096000000.0,,985000000.0,,874000000.0,4318000000.0,7919000000.0,2520000000.0,2520000000.0,-15000000.0,-528000000.0,,,,111000000.0,17117000000.0,14597000000.0,9198000000.0,-1535000000.0,,874000000.0,767000000.0
2019-09-30,1032000000.0,,1176000000.0,,1233000000.0,4334000000.0,8288000000.0,2921000000.0,2921000000.0,1000000.0,-639000000.0,,,,-57000000.0,17290000000.0,14369000000.0,9002000000.0,-1745000000.0,,1233000000.0,1081000000.0
2018-09-30,1004000000.0,,1173000000.0,,311000000.0,4029000000.0,7805000000.0,2772000000.0,2772000000.0,1000000.0,-706000000.0,,,,862000000.0,15983000000.0,13211000000.0,8178000000.0,-1599000000.0,,311000000.0,159000000.0
2017-09-30,770000000.0,,976000000.0,,1100000000.0,2953000000.0,5965000000.0,2243000000.0,2243000000.0,-1000000.0,-521000000.0,,,,-124000000.0,12093000000.0,9850000000.0,6128000000.0,-1267000000.0,,1100000000.0,1030000000.0
