,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares
2020-06-30,201946000.0,,733088000.0,,621674000.0,676689000.0,1767389000.0,809059000.0,809059000.0,,-40377000.0,,,,111414000.0,2957013000.0,2147954000.0,1189624000.0,-75971000.0,,621674000.0,621674000.0
2019-06-30,180651000.0,,518847000.0,,404592000.0,645010000.0,1536585000.0,635986000.0,635986000.0,,-36156000.0,,,,114255000.0,2606572000.0,1970586000.0,1069987000.0,-117139000.0,,404592000.0,404592000.0
2018-06-30,155149000.0,,521312000.0,,315588000.0,600369000.0,1362164000.0,560263000.0,560263000.0,,-28355000.0,,,,205724000.0,2340196000.0,1779933000.0,978032000.0,-38951000.0,,315588000.0,315588000.0
2017-06-30,144467000.0,,418743000.0,,342284000.0,553968000.0,1201745000.0,456732000.0,456732000.0,,-28236000.0,,,,76459000.0,2066737000.0,1610005000.0,864992000.0,-37989000.0,,342284000.0,342284000.0
