,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-6000000.0,-1252000000.0,-10120000000.0,-142000000.0,-21062000000.0,8855000000.0,30486000000.0,6329000000.0,246000000.0,37266000000.0,19664000000.0,-3459000000.0,-14339000000.0,-11965000000.0,-6640000000.0,-6581000000.0,-15348000000.0,-3878000000.0,
2020-03-31,-74000000.0,831000000.0,-17188000000.0,-53000000.0,-17123000000.0,12579000000.0,28451000000.0,15736000000.0,-55000000.0,50103000000.0,16240000000.0,419000000.0,-12363000000.0,1648000000.0,-11771000000.0,-4707000000.0,-10965000000.0,-4921000000.0,
2019-03-31,-960000000.0,5494000000.0,-3235000000.0,539000000.0,-9567000000.0,-1286000000.0,24616000000.0,7875000000.0,56000000.0,20622000000.0,8851000000.0,3227000000.0,-11039000000.0,-2309000000.0,-16332000000.0,933000000.0,-10082000000.0,-3248000000.0,
2018-03-31,-388000000.0,249000000.0,-2306000000.0,539000000.0,-5994000000.0,2282000000.0,23581000000.0,2790000000.0,76000000.0,11014000000.0,8820000000.0,2321000000.0,-9824000000.0,-1432000000.0,-20778000000.0,4220000000.0,-11856000000.0,-3419000000.0,-390000000.0
