,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,2090000000.0,3833000000.0,-2690000000.0,-4029000000.0,-11337000000.0,282000000.0,6354000000.0,15635000000.0,-1000000.0,-76000000.0,29739000000.0,6440000000.0,502000000.0,-7378000000.0,4980000000.0,3058000000.0,71000000.0,1085000000.0,-5697000000.0,
2019-03-31,-766000000.0,889000000.0,-7589000000.0,817000000.0,-6007000000.0,117000000.0,14253000000.0,1864000000.0,-4000000.0,-201000000.0,15663000000.0,6323000000.0,456000000.0,-6668000000.0,-5958000000.0,-379000000.0,-152000000.0,-6546000000.0,-6435000000.0,
2018-03-31,-6211000000.0,1594000000.0,-11095000000.0,-2474000000.0,-9583000000.0,-357000000.0,15777000000.0,-5965000000.0,-341000000.0,-119000000.0,14832000000.0,6494000000.0,-653000000.0,-6994000000.0,-5158000000.0,-3720000000.0,-112000000.0,-7272000000.0,-5039000000.0,338000000.0
2017-03-31,1515000000.0,-1195000000.0,-4343000000.0,-4223000000.0,-10790000000.0,946000000.0,17715000000.0,6591000000.0,-1000000.0,-60000000.0,21785000000.0,6392000000.0,127000000.0,-6371000000.0,-447000000.0,-2296000000.0,-195000000.0,-7738000000.0,-6368000000.0,338000000.0
