,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-5298000000.0,-11246000000.0,-58495000000.0,14486000000.0,-19157000000.0,-1744000000.0,2632000000.0,41544000000.0,1927000000.0,-12201000000.0,4171000000.0,75271000000.0,49345000000.0,4035000000.0,-20952000000.0,-4165000000.0,4629000000.0,-3122000000.0,-3092000000.0,-55359000000.0
2020-03-31,12468000000.0,-737000000.0,-100562000000.0,55646000000.0,15450000000.0,-253000000.0,2632000000.0,58931000000.0,6108000000.0,-13291000000.0,-3072000000.0,92647000000.0,45462000000.0,2560000000.0,-21286000000.0,-24309000000.0,9644000000.0,-5619000000.0,-20741000000.0,-52683000000.0
2019-03-31,3042000000.0,-2360000000.0,-62553000000.0,7288000000.0,-31539000000.0,403000000.0,2632000000.0,66093000000.0,-8111000000.0,-14571000000.0,365000000.0,85213000000.0,41637000000.0,-1751000000.0,-19706000000.0,-21288000000.0,-2752000000.0,-4550000000.0,-24335000000.0,-60082000000.0
2018-03-31,13314000000.0,1350000000.0,-60881000000.0,2375000000.0,-35981000000.0,-6782000000.0,2632000000.0,63459000000.0,-13132000000.0,-16006000000.0,814000000.0,82272000000.0,38432000000.0,838000000.0,-18134000000.0,-11787000000.0,-5506000000.0,-4216000000.0,-27777000000.0,-45526000000.0
