,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,1166000000.0,1442000000.0,-18454000000.0,-320000000.0,-8912000000.0,2662000000.0,23379000000.0,20110000000.0,-215000000.0,47692000000.0,14780000000.0,-120000000.0,-8164000000.0,6140000000.0,-2754000000.0,-428000000.0,-7178000000.0,-20631000000.0
2019-03-31,1097000000.0,103000000.0,-27358000000.0,359000000.0,-6163000000.0,-990000000.0,18438000000.0,-2123000000.0,370000000.0,31028000000.0,13842000000.0,-32000000.0,-6122000000.0,-2253000000.0,-127000000.0,-400000000.0,-5453000000.0,-27937000000.0
2018-03-31,1633000000.0,3041000000.0,-20384000000.0,18000000.0,-6482000000.0,915000000.0,18431000000.0,2181000000.0,-321000000.0,29370000000.0,12301000000.0,-201000000.0,-6122000000.0,-2603000000.0,-3993000000.0,-378000000.0,-7578000000.0,-21394000000.0
2017-03-31,-13505000000.0,633000000.0,-30843000000.0,-37000000.0,-6770000000.0,1315000000.0,20837000000.0,-4281000000.0,-312000000.0,33644000000.0,11946000000.0,-23000000.0,-6126000000.0,-683000000.0,-1426000000.0,-607000000.0,-8604000000.0,-17097000000.0
