,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,24586000000.0,-7485000000.0,21568000000.0,-15988000000.0,-3831000000.0,18826000000.0,8425000000.0,-9880000000.0,4000000.0,2627000000.0,8396000000.0,5116000000.0,-6049000000.0,1029000000.0,-2689000000.0,-59000000.0,-17991000000.0,-8510000000.0
2019-03-31,5287000000.0,-1430000000.0,-5001000000.0,-4308000000.0,-1513000000.0,11482000000.0,8658000000.0,504000000.0,136000000.0,17832000000.0,8029000000.0,-302000000.0,-4753000000.0,-900000000.0,2056000000.0,-59000000.0,-5763000000.0,-10025000000.0
2018-03-31,-107000000.0,10557000000.0,-11407000000.0,-4828000000.0,1131000000.0,9201000000.0,12562000000.0,-16000000.0,51000000.0,28746000000.0,7510000000.0,61000000.0,-4753000000.0,-42000000.0,-4839000000.0,-59000000.0,-7647000000.0,-11733000000.0
2017-03-31,-6222000000.0,-63000000.0,-21733000000.0,-4836000000.0,-369000000.0,17922000000.0,1874000000.0,-15000000.0,-229000000.0,28569000000.0,7191000000.0,-852000000.0,-4753000000.0,-584000000.0,5027000000.0,-68000000.0,-9093000000.0,-14908000000.0
