,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,2373000000.0,1589000000.0,-13462000000.0,-11000000.0,-6278000000.0,962000000.0,3000000.0,17539000000.0,20317000000.0,-390000000.0,40449000000.0,9163000000.0,265000000.0,-6425000000.0,194000000.0,10092000000.0,155000000.0,-7294000000.0,-8392000000.0,
2019-03-31,-15926000000.0,-351000000.0,-28347000000.0,-509000000.0,-6227000000.0,858000000.0,18000000.0,19429000000.0,-6769000000.0,184000000.0,27620000000.0,8781000000.0,533000000.0,-5621000000.0,-504000000.0,914000000.0,-115000000.0,-10547000000.0,-9390000000.0,
2018-03-31,3870000000.0,120000000.0,-6258000000.0,82000000.0,-5450000000.0,-1861000000.0,21000000.0,17330000000.0,-2432000000.0,-82000000.0,9358000000.0,8445000000.0,855000000.0,-5617000000.0,-938000000.0,-13256000000.0,663000000.0,-9251000000.0,-10583000000.0,-599000000.0
2017-03-31,-3915000000.0,1223000000.0,-13404000000.0,716000000.0,-14711000000.0,2728000000.0,20000000.0,18605000000.0,-2696000000.0,-538000000.0,25958000000.0,7916000000.0,125000000.0,-4677000000.0,-642000000.0,-5549000000.0,-10770000000.0,-7418000000.0,-9372000000.0,-599000000.0
