,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-178627000000.0,-31811000000.0,-458840000000.0,492658000000.0,-184838000000.0,14776000000.0,583000000.0,501613000000.0,203555000000.0,-159000000.0,54105000000.0,793128000000.0,491663000000.0,9249000000.0,-96611000000.0,-47937000000.0,89722000000.0,-581309000000.0,-224898000000.0,-254750000000.0
2020-03-31,-179548000000.0,-115086000000.0,-525826000000.0,136322000000.0,2837000000.0,154320000000.0,139000000.0,87596000000.0,4738000000.0,-166000000.0,-33193000000.0,560920000000.0,372532000000.0,-7541000000.0,-91699000000.0,-143072000000.0,185935000000.0,-41759000000.0,-41931000000.0,-322894000000.0
2019-03-31,234549000000.0,-16107000000.0,-162872000000.0,-42239000000.0,-320426000000.0,-83212000000.0,211000000.0,222546000000.0,109629000000.0,-231000000.0,-17098000000.0,610025000000.0,301866000000.0,13205000000.0,-77194000000.0,-149500000000.0,1793000000.0,-200973000000.0,266461000000.0,-382351000000.0
2018-03-31,-64936000000.0,97923000000.0,-474328000000.0,-218409000000.0,-321454000000.0,-13138000000.0,49000000.0,362988000000.0,-67278000000.0,-292000000.0,1336000000.0,727168000000.0,295099000000.0,-2893000000.0,-67568000000.0,-181207000000.0,47216000000.0,-35234000000.0,48954000000.0,-352047000000.0
