,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-31917000000.0,-6364000000.0,-156187000000.0,-89576000000.0,-169933000000.0,13238000000.0,170731000000.0,-46037000000.0,-22029000000.0,302166000000.0,128485000000.0,-16808000000.0,-49730000000.0,-14315000000.0,-950000000.0,-30627000000.0,-74108000000.0,-98094000000.0
2019-03-31,-1988000000.0,8619000000.0,-165773000000.0,-17532000000.0,-68721000000.0,15031000000.0,189048000000.0,10162000000.0,-5286000000.0,250009000000.0,99315000000.0,-12209000000.0,-42407000000.0,-38790000000.0,-37638000000.0,-8782000000.0,-71838000000.0,-85487000000.0
2018-03-31,-11388000000.0,4399000000.0,-127458000000.0,-46335000000.0,-93954000000.0,7569000000.0,189051000000.0,12933000000.0,10607000000.0,223740000000.0,94833000000.0,-4940000000.0,-39473000000.0,-26537000000.0,-23387000000.0,-8146000000.0,-84994000000.0,-85679000000.0
2017-03-31,-119000000.0,14405000000.0,-128823000000.0,-32212000000.0,-73543000000.0,31260000000.0,153938000000.0,52888000000.0,-12408000000.0,267663000000.0,85029000000.0,-10330000000.0,-36518000000.0,-23383000000.0,-15057000000.0,-4813000000.0,-55200000000.0,-88335000000.0
