,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,99000000.0,-2053000000.0,-10377000000.0,690000000.0,-4041000000.0,829000000.0,8986000000.0,6131000000.0,-1657000000.0,22206000000.0,11278000000.0,-736000000.0,-3882000000.0,-1174000000.0,2868000000.0,-849000000.0,-1041000000.0,-9916000000.0,
2019-03-31,-599000000.0,-792000000.0,-15616000000.0,1157000000.0,-2224000000.0,449000000.0,15084000000.0,3081000000.0,729000000.0,20191000000.0,10152000000.0,-911000000.0,-3177000000.0,-3712000000.0,962000000.0,-204000000.0,-6416000000.0,-10755000000.0,
2018-03-31,-385000000.0,3129000000.0,-11745000000.0,381000000.0,-2453000000.0,264000000.0,15078000000.0,7062000000.0,-795000000.0,22054000000.0,9793000000.0,-1392000000.0,-2589000000.0,-2075000000.0,-5439000000.0,-245000000.0,-3113000000.0,-10618000000.0,
2017-03-31,187000000.0,2593000000.0,-7987000000.0,-7739000000.0,-10245000000.0,-943000000.0,10622000000.0,4628000000.0,-564000000.0,23427000000.0,11479000000.0,-931000000.0,-2353000000.0,-476000000.0,-1269000000.0,-145000000.0,1421000000.0,-8954000000.0,-8000000.0
