,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,1605000000.0,-10406000000.0,-56211000000.0,-30153000000.0,-38408000000.0,21188000000.0,-7489000000.0,14858000000.0,1048000000.0,108429000000.0,54754000000.0,10000000.0,-6889000000.0,60232000000.0,-8491000000.0,-1366000000.0,-6965000000.0,-50410000000.0
2020-03-31,2615000000.0,-41331000000.0,-67006000000.0,-4849000000.0,-28243000000.0,-1809000000.0,31467000000.0,-888000000.0,-815000000.0,95176000000.0,58011000000.0,-1266000000.0,-16075000000.0,-8746000000.0,57368000000.0,-7319000000.0,-19290000000.0,-60381000000.0
2019-03-31,1306000000.0,-21258000000.0,-72284000000.0,40637000000.0,20902000000.0,-12125000000.0,54908000000.0,-3895000000.0,-416000000.0,48653000000.0,58539000000.0,-722000000.0,-16647000000.0,-20579000000.0,-10605000000.0,-3088000000.0,-27842000000.0,-58936000000.0
2018-03-31,3275000000.0,44796000000.0,-62781000000.0,10127000000.0,-9448000000.0,-4174000000.0,51361000000.0,13454000000.0,-788000000.0,86473000000.0,58559000000.0,223000000.0,-16067000000.0,-42322000000.0,-29858000000.0,-3508000000.0,-22253000000.0,-60087000000.0
