,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2380000000.0,1894000000.0,-40874000000.0,2624000000.0,-4851000000.0,8268000000.0,18022000000.0,5630000000.0,-4006000000.0,-1077000000.0,52434000000.0,27653000000.0,486000000.0,-2776000000.0,-4295000000.0,-3207000000.0,-693000000.0,-1697000000.0,-44067000000.0
2019-03-31,3564000000.0,-4062000000.0,-33581000000.0,4157000000.0,-1603000000.0,3029000000.0,23687000000.0,7816000000.0,-3001000000.0,34000000.0,42967000000.0,27020000000.0,489000000.0,-2449000000.0,-6263000000.0,-1340000000.0,-310000000.0,-3527000000.0,-42562000000.0
2018-03-31,-1785000000.0,-1452000000.0,-26918000000.0,3369000000.0,953000000.0,623000000.0,16355000000.0,7743000000.0,-3001000000.0,-236000000.0,33944000000.0,25589000000.0,1346000000.0,-2352000000.0,-3162000000.0,-3775000000.0,-64000000.0,-3603000000.0,-26549000000.0
2017-03-31,1930000000.0,3595000000.0,-28806000000.0,-1608000000.0,-4342000000.0,2454000000.0,5428000000.0,-3849000000.0,-3001000000.0,-392000000.0,29692000000.0,24908000000.0,578000000.0,-2351000000.0,-1246000000.0,-3500000000.0,-383000000.0,-4026000000.0,-31553000000.0
