,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,8530000000.0,1044000000.0,-20518000000.0,12929000000.0,-2525000000.0,-1229000000.0,27382000000.0,68120000000.0,52408000000.0,-10002000000.0,1520000000.0,73931000000.0,31377000000.0,-33000000.0,-20571000000.0,492000000.0,-11600000000.0,-12263000000.0,-34839000000.0,-7634000000.0
2020-03-31,45895000000.0,-1548000000.0,18382000000.0,44507000000.0,-139857000000.0,-265000000.0,6931000000.0,69276000000.0,-22421000000.0,-171058000000.0,-3734000000.0,102787000000.0,30414000000.0,-9000000.0,-19597000000.0,-475000000.0,4267000000.0,-640000000.0,-32102000000.0,-4975000000.0
2019-03-31,7759000000.0,4584000000.0,-16826000000.0,-20799000000.0,-73106000000.0,-269000000.0,6640000000.0,50931000000.0,-35102000000.0,-36785000000.0,-1519000000.0,56349000000.0,30427000000.0,-46000000.0,-21370000000.0,-1045000000.0,-14318000000.0,-792000000.0,-39779000000.0,-5527000000.0
2018-03-31,34359000000.0,4487000000.0,-17882000000.0,20064000000.0,-46829000000.0,3390000000.0,5067000000.0,55145000000.0,6251000000.0,-50675000000.0,-2529000000.0,73493000000.0,31941000000.0,-78000000.0,-20817000000.0,-62000000.0,-13058000000.0,-468000000.0,-35732000000.0,-16932000000.0
