,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-200790000000.0,0.0,-207917000000.0,-2198000000.0,206592000000.0,78158000000.0,328000000.0,22280000000.0,93321000000.0,-3000000000.0,-58000000.0,94706000000.0,6899000000.0,-840000000.0,-5504000000.0,216966000000.0,-20813000000.0,-3798000000.0
2019-03-31,58109000000.0,0.0,50850000000.0,10000000000.0,142375000000.0,-39555000000.0,71000000.0,23321000000.0,178010000000.0,-4101000000.0,-75000000.0,-15141000000.0,6761000000.0,629000000.0,-5633000000.0,142038000000.0,-16685000000.0,-4964000000.0
2018-03-31,310613000000.0,0.0,301136000000.0,10000000000.0,189021000000.0,-469488000000.0,1061000000.0,28366000000.0,36624000000.0,-3891000000.0,-143000000.0,-453389000000.0,6325000000.0,-2201000000.0,-5235000000.0,187086000000.0,-32253000000.0,-3272000000.0
2017-03-31,39888000000.0,0.0,31866000000.0,10000000000.0,232290000000.0,-74697000000.0,693000000.0,26304000000.0,209277000000.0,-4701000000.0,-161000000.0,-54718000000.0,5876000000.0,498000000.0,-5552000000.0,231850000000.0,-22155000000.0,-4359000000.0
