,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,-5683000000.0,-171000000.0,-10300000000.0,-2027000000.0,-8978000000.0,1420000000.0,13746000000.0,-1429000000.0,-271000000.0,18121000000.0,6580000000.0,-309000000.0,-3938000000.0,-1353000000.0,-1519000000.0,-3013000000.0,-5592000000.0,-3670000000.0,
2019-03-31,1740000000.0,2522000000.0,-2552000000.0,-3400000000.0,-7064000000.0,-160000000.0,12280000000.0,7558000000.0,42000000.0,17134000000.0,3678000000.0,-9000000.0,-3485000000.0,-590000000.0,-1407000000.0,-179000000.0,-4039000000.0,-3841000000.0,
2018-03-31,761000000.0,937000000.0,-13870000000.0,3225000000.0,505000000.0,1649000000.0,10363000000.0,-4506000000.0,-170000000.0,9028000000.0,3649000000.0,-9248000000.0,-2585000000.0,-1501000000.0,-5681000000.0,-135000000.0,-4208000000.0,-4797000000.0,
2017-03-31,2365000000.0,224000000.0,-1441000000.0,-22000000.0,-2415000000.0,2895000000.0,8163000000.0,7236000000.0,29000000.0,10829000000.0,2825000000.0,-446000000.0,-2360000000.0,-1176000000.0,-2056000000.0,-31000000.0,-3716000000.0,-3240000000.0,-2000000.0
