,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-12-31,-8627000000.0,-967000000.0,-41698000000.0,-591000000.0,-35239000000.0,36142000000.0,4525000000.0,52344000000.0,70735000000.0,-7193000000.0,-2583000000.0,150254000000.0,36165000000.0,321000000.0,-17895000000.0,-419000000.0,5395000000.0,-14085000000.0,-21911000000.0,-35507000000.0
2019-12-31,-25790000000.0,-6763000000.0,-69235000000.0,6628000000.0,-23062000000.0,3784000000.0,4525000000.0,46116000000.0,-6278000000.0,-15001000000.0,1083000000.0,84936000000.0,38676000000.0,-188000000.0,-15482000000.0,6700000000.0,-20264000000.0,793000000.0,-6735000000.0,-44017000000.0
2018-12-31,-14223000000.0,15994000000.0,-113400000000.0,5127000000.0,-27723000000.0,1881000000.0,4525000000.0,61353000000.0,-34837000000.0,-15500000000.0,-4582000000.0,110867000000.0,30353000000.0,8000000.0,-13592000000.0,-9872000000.0,-85000000.0,-3758000000.0,-18965000000.0,-43303000000.0
2017-12-31,-7669000000.0,8388000000.0,-38778000000.0,-3936000000.0,-30582000000.0,3803000000.0,4525000000.0,52772000000.0,31860000000.0,-14000000000.0,3135000000.0,98086000000.0,29345000000.0,1000000.0,-9986000000.0,-5241000000.0,-7583000000.0,-2660000000.0,16602000000.0,-32598000000.0
