,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,10057000000.0,-27859000000.0,-239566000000.0,-64965000000.0,-204452000000.0,140069000000.0,87123000000.0,-1608000000.0,-10153000000.0,452564000000.0,323967000000.0,-7015000000.0,-46933000000.0,39162000000.0,65082000000.0,-92554000000.0,-55197000000.0,-246291000000.0
2019-03-31,18428000000.0,51014000000.0,-161869000000.0,-152013000000.0,-255577000000.0,4241000000.0,101354000000.0,-16001000000.0,-3478000000.0,404924000000.0,198761000000.0,2378000000.0,-41888000000.0,17229000000.0,34863000000.0,-61676000000.0,-83808000000.0,-224263000000.0
2018-03-31,1759000000.0,41733000000.0,-137181000000.0,-104429000000.0,-152113000000.0,-43157000000.0,70484000000.0,56832000000.0,1607000000.0,345109000000.0,192588000000.0,3120000000.0,-40206000000.0,126965000000.0,-42093000000.0,-7478000000.0,-58969000000.0,-165168000000.0
2017-03-31,14864000000.0,-14261000000.0,8712000000.0,-124938000000.0,-162078000000.0,12079000000.0,87720000000.0,-57862000000.0,1060000000.0,95913000000.0,189330000000.0,-7439000000.0,-40283000000.0,-121023000000.0,-11002000000.0,3143000000.0,-128928000000.0,-200185000000.0
