,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-1666000000.0,-1021000000.0,-69871000000.0,14753000000.0,10338000000.0,-14522000000.0,15650000000.0,-10186000000.0,2000000.0,49343000000.0,32150000000.0,9021000000.0,-4406000000.0,3980000000.0,13637000000.0,-9000000.0,-8731000000.0,-76774000000.0
2019-03-31,-2109000000.0,2075000000.0,-41297000000.0,-8809000000.0,-12696000000.0,-10743000000.0,20714000000.0,1880000000.0,2000000.0,55875000000.0,29999000000.0,6624000000.0,-4406000000.0,14666000000.0,-10926000000.0,519000000.0,18000000.0,-44857000000.0
2018-03-31,-6302000000.0,1692000000.0,-75715000000.0,24909000000.0,21018000000.0,-1444000000.0,16155000000.0,-308000000.0,2000000.0,54388000000.0,29525000000.0,9613000000.0,-3855000000.0,6309000000.0,1504000000.0,-36000000.0,-7993000000.0,-78890000000.0
2017-03-31,-1727000000.0,-804000000.0,5799000000.0,-61543000000.0,-64882000000.0,-136176000000.0,22514000000.0,310000000.0,2000000.0,59393000000.0,29670000000.0,5560000000.0,-3305000000.0,-2712000000.0,-1377000000.0,-34000000.0,133245000000.0,-62671000000.0
