,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-5501000000.0,7480000000.0,-190641000000.0,84361000000.0,59634000000.0,2008000000.0,42386000000.0,24222000000.0,-10100000000.0,-73000000.0,155302000000.0,85475000000.0,12235000000.0,-13404000000.0,-2921000000.0,11155000000.0,-1223000000.0,-13659000000.0,-200230000000.0
2019-03-31,-9509000000.0,-1852000000.0,-225098000000.0,96531000000.0,82115000000.0,6162000000.0,57824000000.0,-5019000000.0,-44000000.0,-345000000.0,138435000000.0,78613000000.0,11785000000.0,-12192000000.0,6062000000.0,-8675000000.0,-2180000000.0,-25037000000.0,-227667000000.0
2018-03-31,-4199000000.0,11483000000.0,-145378000000.0,5446000000.0,-7892000000.0,18846000000.0,70095000000.0,-1501000000.0,-583000000.0,-788000000.0,152558000000.0,74913000000.0,14119000000.0,-10973000000.0,-5368000000.0,-17349000000.0,-1782000000.0,-26036000000.0,-176991000000.0
2017-03-31,-1119000000.0,-2255000000.0,-132310000000.0,26898000000.0,3078000000.0,12007000000.0,67289000000.0,-3086000000.0,-10079000000.0,-210000000.0,126356000000.0,77291000000.0,8739000000.0,-11080000000.0,-7399000000.0,-6358000000.0,-2661000000.0,-24738000000.0,-140171000000.0
