,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,-26381000000.0,7008000000.0,-295911000000.0,85054000000.0,52009000000.0,-699000000.0,49505000000.0,6592000000.0,-5088000000.0,255574000000.0,179809000000.0,-29040000000.0,-26449000000.0,18643000000.0,5126000000.0,-6596000000.0,-20497000000.0,-172652000000.0,
2020-03-31,-22073000000.0,16931000000.0,-270798000000.0,78152000000.0,23171000000.0,-19835000000.0,43382000000.0,58185000000.0,-489000000.0,306296000000.0,169673000000.0,891000000.0,-27839000000.0,172000000.0,52646000000.0,-3104000000.0,19143000000.0,-177664000000.0,-24038000000.0
2019-03-31,-5521000000.0,-8323000000.0,-203462000000.0,74162000000.0,27628000000.0,-15293000000.0,84555000000.0,-35238000000.0,-710000000.0,141306000000.0,161880000000.0,-11592000000.0,-24936000000.0,-18336000000.0,-46191000000.0,-1547000000.0,-49679000000.0,-168144000000.0,-20051000000.0
2018-03-31,-42877000000.0,2369000000.0,-247162000000.0,15761000000.0,-16651000000.0,20692000000.0,74987000000.0,-4294000000.0,-220000000.0,259738000000.0,165341000000.0,-2475000000.0,-25187000000.0,-4948000000.0,-20602000000.0,-143000000.0,-17898000000.0,-177671000000.0,-7082000000.0
