,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-02-28,79000000.0,-12720000000.0,-20870000000.0,72347000000.0,58727000000.0,8387000000.0,-26193000000.0,94291000000.0,-3000000.0,-37000000.0,56471000000.0,50361000000.0,-2414000000.0,-7056000000.0,-1522000000.0,26608000000.0,-6561000000.0,11550000000.0,-14729000000.0
2020-02-29,-15016000000.0,-4071000000.0,-49559000000.0,83844000000.0,-14829000000.0,-7688000000.0,21251000000.0,8974000000.0,-10000000.0,4000000.0,73358000000.0,50953000000.0,-2400000000.0,-9396000000.0,20173000000.0,-6899000000.0,-89267000000.0,-16271000000.0,-33073000000.0
2019-02-28,7786000000.0,-2087000000.0,-26836000000.0,-9859000000.0,-21274000000.0,-33000000.0,27358000000.0,-13224000000.0,-9000000.0,16000000.0,34870000000.0,19907000000.0,-5677000000.0,-9389000000.0,-4594000000.0,-7500000000.0,-2017000000.0,-12949000000.0,-28954000000.0
2018-02-28,911000000.0,-1971000000.0,-19030000000.0,-21471000000.0,-31048000000.0,7169000000.0,28486000000.0,7015000000.0,-15000000.0,15000000.0,57079000000.0,18683000000.0,-6161000000.0,-7822000000.0,-354000000.0,-3557000000.0,-1740000000.0,-11162000000.0,-17708000000.0
