,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-2669718000000.0,88728000000.0,-4286921000000.0,3088372000000.0,2920863000000.0,2286369000000.0,-961576000000.0,-489503000000.0,-231980000000.0,-342000000.0,1117879000000.0,2051472000000.0,116346000000.0,-68659000000.0,-374722000000.0,-242697000000.0,133130000000.0,-1890511000000.0,-1232551000000.0
2019-03-31,-1334296000000.0,108223000000.0,-2908016000000.0,-1004678000000.0,2202291000000.0,-637397000000.0,1411199000000.0,523868000000.0,-384102000000.0,57729000000.0,1171864000000.0,1694187000000.0,19988000000.0,-47918000000.0,-470686000000.0,-189651000000.0,3638989000000.0,-787430000000.0,-1364954000000.0
2018-03-31,-3583224000000.0,173038000000.0,-4484822000000.0,2503329000000.0,4626421000000.0,-426293000000.0,1038977000000.0,1151548000000.0,-41000000.0,-78674000000.0,1088623000000.0,1585873000000.0,101272000000.0,-47918000000.0,-521000000000.0,-170067000000.0,2171051000000.0,-790740000000.0,-1064835000000.0
2017-03-31,-826320000000.0,15871000000.0,-4213597000000.0,2869679000000.0,2380746000000.0,-455540000000.0,1426308000000.0,-386505000000.0,-350857000000.0,-54382000000.0,1500728000000.0,1472669000000.0,32219000000.0,-46273000000.0,-268312000000.0,-275771000000.0,-91803000000.0,-462619000000.0,-923502000000.0
