,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,14136000000.0,437000000.0,1425000000.0,-4186000000.0,-12661000000.0,10548000000.0,6289000000.0,30222000000.0,-519000000.0,41978000000.0,19995000000.0,-1912000000.0,-4820000000.0,775000000.0,2252000000.0,-3655000000.0,-8257000000.0,-5955000000.0
2019-03-31,-11301000000.0,-2954000000.0,-30490000000.0,-45000000.0,-10084000000.0,2433000000.0,4902000000.0,-25646000000.0,-1127000000.0,13948000000.0,20014000000.0,-2335000000.0,-6986000000.0,-1455000000.0,-2626000000.0,-3053000000.0,-13548000000.0,-6783000000.0
2018-03-31,5993000000.0,2705000000.0,5503000000.0,-45000000.0,-12512000000.0,12414000000.0,12397000000.0,19303000000.0,-136000000.0,26449000000.0,20121000000.0,-1631000000.0,-9150000000.0,-4640000000.0,-2423000000.0,-3362000000.0,-22483000000.0,-6197000000.0
2017-03-31,3931000000.0,4568000000.0,-436000000.0,-9000000.0,-11994000000.0,2930000000.0,3557000000.0,10645000000.0,-2160000000.0,25237000000.0,20506000000.0,-1489000000.0,-9136000000.0,-1821000000.0,26000000.0,-2849000000.0,-9772000000.0,-4325000000.0
