,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2021-03-31,-10044000000.0,3844000000.0,-41651000000.0,-13021000000.0,-9614000000.0,22918000000.0,-3777000000.0,-4004000000.0,4251000000.0,46643000000.0,33425000000.0,-622000000.0,-6459000000.0,-1084000000.0,-9373000000.0,-2558000000.0,-8218000000.0,-29372000000.0,
2020-03-31,-11906000000.0,-5161000000.0,-58394000000.0,-21726000000.0,12475000000.0,18550000000.0,-20949000000.0,-5004000000.0,-4039000000.0,63211000000.0,31624000000.0,-539000000.0,-8158000000.0,-5115000000.0,14228000000.0,-2513000000.0,-13464000000.0,-40320000000.0,-6051000000.0
2019-03-31,-1702000000.0,-12780000000.0,-38593000000.0,-12169000000.0,-6647000000.0,40265000000.0,10676000000.0,-3006000000.0,336000000.0,61102000000.0,33465000000.0,-435000000.0,-8044000000.0,591000000.0,3931000000.0,-1663000000.0,-17174000000.0,-35492000000.0,544000000.0
2018-03-31,-5736000000.0,6034000000.0,-39447000000.0,-17446000000.0,4566000000.0,36008000000.0,25109000000.0,-6159000000.0,-352000000.0,82357000000.0,33981000000.0,-519000000.0,-6451000000.0,-292000000.0,-1763000000.0,-1016000000.0,-13754000000.0,-33135000000.0,-3820000000.0
