,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2021-03-31,57109000000.0,9291000000.0,-138175000000.0,-31567000000.0,-373880000000.0,8898000000.0,105638000000.0,-155134000000.0,13606000000.0,343314000000.0,253459000000.0,7266000000.0,-21571000000.0,2918000000.0,-62590000000.0,-320742000000.0,-36185000000.0,-200313000000.0,
2020-03-31,33754000000.0,-30159000000.0,-273876000000.0,344780000000.0,275382000000.0,55574000000.0,24061000000.0,317967000000.0,-11091000000.0,327552000000.0,255549000000.0,13271000000.0,-40412000000.0,-37933000000.0,72110000000.0,-28986000000.0,-40984000000.0,-312776000000.0,
2019-03-31,-43782000000.0,40903000000.0,-414494000000.0,84964000000.0,13164000000.0,-21246000000.0,110123000000.0,-49312000000.0,-2924000000.0,354942000000.0,226418000000.0,13706000000.0,-40456000000.0,-42520000000.0,4758000000.0,-31334000000.0,-70857000000.0,-377075000000.0,-10000000.0
2018-03-31,10703000000.0,-26007000000.0,-229346000000.0,63236000000.0,-73634000000.0,-684000000.0,134551000000.0,11949000000.0,3386000000.0,311542000000.0,213430000000.0,18882000000.0,-37437000000.0,-15939000000.0,-47194000000.0,-39968000000.0,-80235000000.0,-255245000000.0,-59465000000.0
