,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-12-31,-199000000.0,1371000000.0,-9634000000.0,42233000000.0,31336000000.0,3557000000.0,-16126000000.0,42489000000.0,-1000000.0,1456000000.0,19330000000.0,13982000000.0,-460000000.0,-3294000000.0,4235000000.0,12312000000.0,-7602000000.0,-67000000.0,-3768000000.0,
2019-12-31,1359000000.0,3630000000.0,-12185000000.0,-5111000000.0,-29471000000.0,-120000000.0,7097000000.0,-27892000000.0,-10001000000.0,-1027000000.0,14792000000.0,12922000000.0,-4511000000.0,-4531000000.0,-6248000000.0,412000000.0,-9828000000.0,-6011000000.0,-4811000000.0,
2018-12-31,3442000000.0,1212000000.0,-5467000000.0,-4092000000.0,-13753000000.0,22738000000.0,-20327000000.0,-12225000000.0,-2003000000.0,-4053000000.0,11049000000.0,11229000000.0,-624000000.0,-6714000000.0,-6595000000.0,1916000000.0,-944000000.0,-5181000000.0,-4384000000.0,
2017-12-31,594000000.0,6633000000.0,-13788000000.0,-6362000000.0,-11548000000.0,-1263000000.0,12970000000.0,14464000000.0,-2000000.0,2664000000.0,37136000000.0,10721000000.0,-1703000000.0,-4458000000.0,4474000000.0,1782000000.0,-732000000.0,-7045000000.0,-10993000000.0,6000000.0
