,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,23932000000.0,-21642000000.0,19364000000.0,-309000000.0,-7699000000.0,17789000000.0,4117000000.0,101057000000.0,-3781000000.0,92442000000.0,7015000000.0,779000000.0,-7192000000.0,1344000000.0,86286000000.0,-198000000.0,-24293000000.0,-4434000000.0,
2019-03-31,3491000000.0,4010000000.0,-4662000000.0,-7069000000.0,-13878000000.0,-25109000000.0,24005000000.0,-74552000000.0,-752000000.0,-55259000000.0,7291000000.0,-438000000.0,-6310000000.0,-6223000000.0,-46936000000.0,-498000000.0,-20808000000.0,-7321000000.0,-1000000.0
2018-03-31,-5381000000.0,-5611000000.0,11736000000.0,42733000000.0,33781000000.0,-34374000000.0,16589000000.0,49791000000.0,-1267000000.0,5539000000.0,7427000000.0,16442000000.0,-7569000000.0,13930000000.0,5061000000.0,-1382000000.0,-12559000000.0,-7190000000.0,-1000000.0
2017-03-31,2689000000.0,-11239000000.0,-12979000000.0,-8462000000.0,-19674000000.0,15027000000.0,-22057000000.0,-62344000000.0,-809000000.0,-28884000000.0,8012000000.0,-3257000000.0,-10723000000.0,6385000000.0,-21439000000.0,-489000000.0,-6281000000.0,-6175000000.0,-1000000.0
