,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,7001000000.0,-17712000000.0,-54867000000.0,-37291000000.0,-61733000000.0,-15600000000.0,334000000.0,31129000000.0,-1189000000.0,-482000000.0,-1550000000.0,116931000000.0,104057000000.0,2142000000.0,-5087000000.0,7041000000.0,20999000000.0,-19207000000.0,-24379000000.0,-138766000000.0
2019-03-31,-63928000000.0,-43775000000.0,-132292000000.0,61632000000.0,62715000000.0,30590000000.0,106000000.0,-44501000000.0,-24999000000.0,-13000000.0,-1201000000.0,45260000000.0,89713000000.0,5618000000.0,-6783000000.0,7788000000.0,32476000000.0,7773000000.0,-49549000000.0,-169614000000.0
2018-03-31,-16363000000.0,7854000000.0,-137994000000.0,58582000000.0,17587000000.0,8642000000.0,35000000.0,20167000000.0,-34166000000.0,-23000000.0,-3029000000.0,89090000000.0,87839000000.0,4314000000.0,-6783000000.0,-5538000000.0,-7731000000.0,-41007000000.0,-44022000000.0,-199240000000.0
2017-03-31,-38722000000.0,21289000000.0,-144612000000.0,18516000000.0,1952000000.0,38104000000.0,2000000.0,-265744000000.0,-116173000000.0,-1720000000.0,-2051000000.0,27924000000.0,92004000000.0,22412000000.0,-3391000000.0,-12232000000.0,-27778000000.0,-11455000000.0,158007000000.0,-156229000000.0
