,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-583685000000.0,0.0,-631459000000.0,29785000000.0,-1768305000000.0,-89893000000.0,1481000000.0,163028000000.0,-3119743000000.0,-17494000000.0,-7654000000.0,-712324000000.0,44664000000.0,-6901000000.0,-56511000000.0,-1725566000000.0,-968326000000.0,-16756000000.0
2019-03-31,-185636000000.0,0.0,-225399000000.0,79452000000.0,1060881000000.0,-1185718000000.0,35000000.0,173889000000.0,-12460481000000.0,-9033000000.0,-7299000000.0,-823329000000.0,46058000000.0,1000000.0,-49344000000.0,1039771000000.0,174050000000.0,-13369000000.0
2018-03-31,-735807000000.0,0.0,-745854000000.0,74143000000.0,518232000000.0,1243619000000.0,22000000.0,153986000000.0,2008857000000.0,-8184000000.0,-8876000000.0,2245357000000.0,44614000000.0,150000000.0,-49594000000.0,501845000000.0,685763000000.0,-10188000000.0
2017-03-31,-280328000000.0,0.0,-339358000000.0,94133000000.0,9531686000000.0,1304618000000.0,18000000.0,121446000000.0,7207476000000.0,-6983000000.0,-12536000000.0,-1972317000000.0,41800000000.0,1000000.0,-49847000000.0,9494365000000.0,-3542725000000.0,-12428000000.0
