,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,1040000000.0,2340000000.0,-2339000000.0,-5660000000.0,-3789000000.0,16866000000.0,4665000000.0,-3000000.0,-72000000.0,12737000000.0,3468000000.0,-1562000000.0,-5651000000.0,-10521000000.0,5033000000.0,-6000000.0,-6236000000.0,-1817000000.0
2019-03-31,2788000000.0,431000000.0,511000000.0,-3708000000.0,-306000000.0,16302000000.0,12122000000.0,-5000000.0,9000000.0,15310000000.0,3418000000.0,-819000000.0,-3698000000.0,972000000.0,-6391000000.0,-5000000.0,-4354000000.0,-1351000000.0
2018-03-31,-3284000000.0,2434000000.0,-11342000000.0,-3787000000.0,-4664000000.0,12953000000.0,-8404000000.0,-14000000.0,6000000.0,6719000000.0,2773000000.0,-3881000000.0,-3768000000.0,-1768000000.0,-3286000000.0,-5000000.0,-6221000000.0,-4017000000.0
2017-03-31,-739000000.0,-828000000.0,-5750000000.0,-2193000000.0,5330000000.0,11749000000.0,11165000000.0,-36000000.0,125000000.0,18916000000.0,2648000000.0,-659000000.0,-2154000000.0,352000000.0,-1742000000.0,-3000000.0,-2321000000.0,-4131000000.0
