,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,127404000000.0,-67939000000.0,-25844000000.0,136008000000.0,-15818000000.0,4068000000.0,152587000000.0,156638000000.0,-11834000000.0,210134000000.0,192742000000.0,55434000000.0,-110375000000.0,-70173000000.0,-23916000000.0,-41451000000.0,-32304000000.0,-131690000000.0,
2019-03-31,-14033000000.0,-319000000.0,-158327000000.0,14436000000.0,-96617000000.0,59098000000.0,147812000000.0,-63263000000.0,17675000000.0,174006000000.0,102749000000.0,-3066000000.0,-110384000000.0,-90354000000.0,6048000000.0,-664000000.0,-99054000000.0,-144164000000.0,-5000000.0
2018-03-31,-485000000.0,-14001000000.0,-150711000000.0,-59336000000.0,-170937000000.0,77099000000.0,220354000000.0,36975000000.0,-10831000000.0,366298000000.0,102102000000.0,-573000000.0,-110326000000.0,-15922000000.0,40000000.0,-1264000000.0,-80360000000.0,-149897000000.0,-11000000.0
2017-03-31,-64857000000.0,24458000000.0,-254252000000.0,-21736000000.0,-189044000000.0,87389000000.0,282354000000.0,-100845000000.0,-2991000000.0,345442000000.0,85653000000.0,-7629000000.0,-111435000000.0,-32444000000.0,-19684000000.0,-3129000000.0,-82284000000.0,-163774000000.0,-52744000000.0
