,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-7886000000.0,0.0,-91641000000.0,464984000000.0,438067000000.0,425431000000.0,1086000000.0,108396000000.0,790375000000.0,-9000000.0,6796000000.0,390979000000.0,42336000000.0,-376000000.0,-30429000000.0,2435000000.0,-143607000000.0,-29329000000.0
2020-03-31,-167943000000.0,0.0,-215397000000.0,-78066000000.0,-135794000000.0,78200000000.0,622000000.0,60346000000.0,-188952000000.0,-25102000000.0,-4950000000.0,167190000000.0,38505000000.0,-2654000000.0,-31164000000.0,-2084000000.0,-34343000000.0,-21799000000.0
2019-03-31,181924000000.0,0.0,108243000000.0,216154000000.0,55741000000.0,212840000000.0,713000000.0,63813000000.0,468638000000.0,-34819000000.0,4425000000.0,304857000000.0,32001000000.0,12176000000.0,-43575000000.0,-82732000000.0,-35067000000.0,-49968000000.0
2018-03-31,800163000000.0,0.0,777872000000.0,518084000000.0,432813000000.0,-1437355000000.0,1403000000.0,110579000000.0,-112681000000.0,-43128000000.0,-5046000000.0,-1319248000000.0,30551000000.0,16075000000.0,-43499000000.0,-47000000.0,-66308000000.0,-7707000000.0
