,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-12-31,313000000.0,3427000000.0,-9015000000.0,6502000000.0,1773000000.0,-356000000.0,13771000000.0,8021000000.0,-68000000.0,-6000000.0,15269000000.0,1562000000.0,-217000000.0,-3975000000.0,-240000000.0,-3753000000.0,-686000000.0,-4844000000.0,-7639000000.0,
2019-12-31,-67000000.0,1970000000.0,-3765000000.0,-2000000000.0,-6562000000.0,-235000000.0,10984000000.0,-1293000000.0,-21000000.0,-29000000.0,9064000000.0,1395000000.0,-1282000000.0,-3478000000.0,-1593000000.0,-2927000000.0,-1063000000.0,-5114000000.0,-1055000000.0,
2018-12-31,-341000000.0,1940000000.0,-1467000000.0,-2125000000.0,-5673000000.0,727000000.0,9515000000.0,3352000000.0,-19000000.0,-44000000.0,10537000000.0,1212000000.0,-73000000.0,-2978000000.0,-1932000000.0,-1513000000.0,-553000000.0,-3664000000.0,-424000000.0,2000000.0
2017-12-31,-341000000.0,1864000000.0,-3284000000.0,-225000000.0,-1379000000.0,-900000000.0,8464000000.0,1459000000.0,-12000000.0,26000000.0,6097000000.0,1064000000.0,516000000.0,-2478000000.0,-2057000000.0,-2466000000.0,1320000000.0,-3261000000.0,-3236000000.0,16000000.0
