,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-11-30,-946000000.0,-16091000000.0,-26039000000.0,8833000000.0,5000000.0,1680000000.0,11378000000.0,9000000000.0,-2000000.0,78000000.0,34955000000.0,20291000000.0,-886000000.0,-6436000000.0,-250000000.0,10041000000.0,-2390000000.0,-3541000000.0,-20707000000.0,
2019-11-30,595000000.0,11419000000.0,-29720000000.0,3890000000.0,-4602000000.0,-14000000.0,18698000000.0,8806000000.0,-2000000.0,-785000000.0,43916000000.0,18893000000.0,586000000.0,-5578000000.0,-925000000.0,-6983000000.0,-2912000000.0,-10961000000.0,-24952000000.0,
2018-11-30,3393000000.0,-1871000000.0,-20199000000.0,1937000000.0,-15293000000.0,170000000.0,18320000000.0,6557000000.0,-9278000000.0,-194000000.0,41778000000.0,18729000000.0,8041000000.0,-5514000000.0,-1132000000.0,1293000000.0,-2979000000.0,-8997000000.0,-29217000000.0,541000000.0
2017-11-30,540000000.0,-1534000000.0,-31421000000.0,22259000000.0,4010000000.0,-3577000000.0,18099000000.0,621000000.0,-10024000000.0,797000000.0,27234000000.0,17201000000.0,-4794000000.0,-5639000000.0,-1477000000.0,-2064000000.0,-2586000000.0,-12098000000.0,-25499000000.0,541000000.0
