,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-2626000000.0,-568000000.0,-4341000000.0,473000000.0,-3800000000.0,6063000000.0,9916000000.0,2278000000.0,-657000000.0,11078000000.0,3131000000.0,434000000.0,-3647000000.0,1190000000.0,-8236000000.0,-626000000.0,-4995000000.0,-2562000000.0
2019-03-31,-238000000.0,1793000000.0,-2160000000.0,-595000000.0,-4198000000.0,743000000.0,9220000000.0,1858000000.0,-1371000000.0,9589000000.0,3055000000.0,922000000.0,-3241000000.0,-699000000.0,-3540000000.0,-362000000.0,-4287000000.0,-2848000000.0
2018-03-31,-2521000000.0,691000000.0,-5345000000.0,-904000000.0,-3858000000.0,3387000000.0,8857000000.0,3133000000.0,467000000.0,11870000000.0,2915000000.0,577000000.0,-2432000000.0,-734000000.0,-2088000000.0,-522000000.0,-4112000000.0,-2973000000.0
2017-03-31,-3729000000.0,2575000000.0,-6957000000.0,-3599000000.0,-6757000000.0,1960000000.0,8564000000.0,-923000000.0,-1569000000.0,14360000000.0,2751000000.0,529000000.0,-2431000000.0,-962000000.0,-701000000.0,-727000000.0,-4318000000.0,-3610000000.0
