,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,-4497000000.0,-61553000000.0,-127578000000.0,2995000000.0,-24274000000.0,-969000000.0,12131000000.0,-133630000000.0,32000000.0,-16612000000.0,34834000000.0,92269000000.0,36000000.0,-22042000000.0,-50871000000.0,18334000000.0,-5259000000.0,-11658000000.0,-107549000000.0,
2019-03-31,-7505000000.0,15056000000.0,-131611000000.0,108280000000.0,83411000000.0,-27141000000.0,63476000000.0,96770000000.0,18000000.0,-1720000000.0,146690000000.0,88443000000.0,-1977000000.0,-22041000000.0,-33513000000.0,29875000000.0,-2846000000.0,-34303000000.0,-110185000000.0,
2018-03-31,-62414000000.0,29888000000.0,-159989000000.0,3940000000.0,30461000000.0,-2997000000.0,112057000000.0,77990000000.0,2000000.0,-277000000.0,207795000000.0,86954000000.0,-2753000000.0,-20924000000.0,-29966000000.0,-3941000000.0,-2337000000.0,-29627000000.0,-87063000000.0,49780000000.0
2017-03-31,24097000000.0,18343000000.0,-63751000000.0,-123466000000.0,-149898000000.0,20938000000.0,93780000000.0,-41850000000.0,-3000000.0,6156000000.0,161097000000.0,82416000000.0,-322000000.0,-17935000000.0,-11884000000.0,-19220000000.0,-8494000000.0,-57909000000.0,-78232000000.0,49780000000.0
