,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-12-31,2163000000.0,-223000000.0,-10710000000.0,-4055000000.0,-17497000000.0,5525000000.0,20505000000.0,5979000000.0,12000000.0,-16000000.0,34203000000.0,13730000000.0,5712000000.0,-9691000000.0,4613000000.0,-5242000000.0,-3763000000.0,-7712000000.0,-17148000000.0
2019-12-31,-4535000000.0,-4888000000.0,-20086000000.0,-1186000000.0,-13365000000.0,10312000000.0,17931000000.0,4647000000.0,42000000.0,-335000000.0,38433000000.0,13093000000.0,-994000000.0,-9071000000.0,2015000000.0,5972000000.0,-3150000000.0,-8022000000.0,-13743000000.0
2018-12-31,-73000000.0,22000000.0,-21823000000.0,17904000000.0,8396000000.0,7281000000.0,21029000000.0,9918000000.0,17000000.0,-821000000.0,24165000000.0,10011000000.0,-428000000.0,-9184000000.0,-4454000000.0,-1496000000.0,-341000000.0,-10164000000.0,-20650000000.0
2017-12-31,-73000000.0,7904000000.0,-20186000000.0,7747000000.0,-950000000.0,8613000000.0,25146000000.0,2341000000.0,-987000000.0,407000000.0,23071000000.0,8974000000.0,17000000.0,-7447000000.0,-5735000000.0,-9681000000.0,-263000000.0,-13573000000.0,-11375000000.0
