,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2646000000.0,-4818000000.0,-4838000000.0,231000000.0,-11287000000.0,265000000.0,21140000000.0,11327000000.0,-4188000000.0,-383000000.0,27837000000.0,5304000000.0,188000000.0,-7130000000.0,1114000000.0,6767000000.0,-200000000.0,-11033000000.0,-7711000000.0
2019-03-31,588000000.0,474000000.0,-5540000000.0,-235000000.0,-10814000000.0,2698000000.0,22034000000.0,2891000000.0,-4012000000.0,-618000000.0,19864000000.0,5038000000.0,-302000000.0,-6453000000.0,-3414000000.0,-5251000000.0,-114000000.0,-10393000000.0,-5950000000.0
2018-03-31,701000000.0,1402000000.0,-4881000000.0,-66000000.0,-8490000000.0,777000000.0,19913000000.0,7249000000.0,-4036000000.0,410000000.0,20211000000.0,4911000000.0,-181000000.0,-4311000000.0,-1469000000.0,-4443000000.0,-77000000.0,-9470000000.0,-6209000000.0
2017-03-31,-491000000.0,-169000000.0,-5831000000.0,-237000000.0,-7512000000.0,1681000000.0,17586000000.0,10285000000.0,-3681000000.0,-394000000.0,24024000000.0,4767000000.0,-38000000.0,-3494000000.0,1402000000.0,-1582000000.0,-100000000.0,-6800000000.0,-5315000000.0
