,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-158526000000.0,0.0,-140117000000.0,-38003000000.0,-230605000000.0,223218000000.0,116000000.0,122515000000.0,-23541000000.0,-36328000000.0,-12609000000.0,356446000000.0,65362000000.0,32013000000.0,-51571000000.0,-104819000000.0,-109325000000.0,-27043000000.0
2019-03-31,20057000000.0,0.0,13482000000.0,-34668000000.0,-19127000000.0,-97677000000.0,128000000.0,146626000000.0,60261000000.0,-39127000000.0,-18231000000.0,78772000000.0,71362000000.0,44239000000.0,-45159000000.0,99699000000.0,-96942000000.0,-28149000000.0
2018-03-31,-7974000000.0,0.0,-31859000000.0,224913000000.0,-66597000000.0,140662000000.0,46000000.0,139817000000.0,157567000000.0,-56941000000.0,3365000000.0,246433000000.0,98800000000.0,19441000000.0,-40983000000.0,-193632000000.0,-107365000000.0,-24178000000.0
2017-03-31,64327000000.0,0.0,-526668000000.0,199885000000.0,363835000000.0,191169000000.0,25000000.0,166402000000.0,196674000000.0,-35230000000.0,-5679000000.0,362920000000.0,34510000000.0,-549390000000.0,-31885000000.0,231040000000.0,-94748000000.0,-15786000000.0
