,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-12-31,-1264000000.0,-6393000000.0,-38623000000.0,-5014000000.0,-11585000000.0,2765000000.0,6956000000.0,-3073000000.0,-22000000.0,47157000000.0,38946000000.0,-494000000.0,-4338000000.0,593000000.0,2413000000.0,-2233000000.0,-7573000000.0,-34573000000.0,
2019-12-31,-2743000000.0,421000000.0,-42173000000.0,-11828000000.0,-18466000000.0,2338000000.0,13858000000.0,-508000000.0,-121000000.0,57880000000.0,38720000000.0,-876000000.0,-4339000000.0,-1679000000.0,-899000000.0,-2299000000.0,-4366000000.0,-36132000000.0,
2018-12-31,160000000.0,-2751000000.0,-49005000000.0,-11637000000.0,-23708000000.0,576000000.0,13534000000.0,-22830000000.0,-64000000.0,49947000000.0,39431000000.0,-1071000000.0,-5036000000.0,-64000000.0,-464000000.0,-2692000000.0,-10404000000.0,-46424000000.0,-4343000000.0
2017-12-31,-850000000.0,1390000000.0,-33980000000.0,9451000000.0,2142000000.0,4733000000.0,25106000000.0,24909000000.0,83000000.0,56663000000.0,38232000000.0,-507000000.0,-3942000000.0,-1547000000.0,-5016000000.0,-3366000000.0,-22503000000.0,-50063000000.0,-1000000.0
