,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Net Borrowings
2020-03-31,-6618000000.0,407000000.0,8971000000.0,-2476000000.0,-1959000000.0,8375000000.0,8361000000.0,-2000000.0,-110000000.0,1977000000.0,1688000000.0,-19000000.0,-2450000000.0,-1173000000.0,854000000.0,-24000000.0,-9970000000.0,-1593000000.0,
2019-03-31,-1507000000.0,-491000000.0,-5036000000.0,-2155000000.0,267000000.0,16677000000.0,2227000000.0,-7000000.0,-285000000.0,9704000000.0,2075000000.0,-19000000.0,-2101000000.0,-396000000.0,-569000000.0,-24000000.0,-16934000000.0,-3158000000.0,-23000000.0
2018-03-31,-6237000000.0,703000000.0,-8448000000.0,-2132000000.0,221000000.0,8099000000.0,-231000000.0,-8000000.0,176000000.0,10173000000.0,2068000000.0,1000000.0,-1909000000.0,-370000000.0,-868000000.0,-21000000.0,-3324000000.0,-2781000000.0,-194000000.0
2017-03-31,281000000.0,2000000.0,-1711000000.0,-2340000000.0,61000000.0,7585000000.0,4062000000.0,-5000000.0,309000000.0,7805000000.0,2024000000.0,1000000.0,-1909000000.0,-782000000.0,-763000000.0,-5000000.0,-3651000000.0,-1977000000.0,-421000000.0
