,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-03-31,23245000000.0,-67138000000.0,-218986000000.0,148904000000.0,140589000000.0,8547000000.0,-68008000000.0,-51559000000.0,-932000000.0,27040000000.0,105346000000.0,501000000.0,-3730000000.0,-25328000000.0,26530000000.0,-4585000000.0,44648000000.0,-245386000000.0,
2019-03-31,731000000.0,6263000000.0,-28603000000.0,11210000000.0,-9561000000.0,-13973000000.0,35940000000.0,31948000000.0,-2797000000.0,67136000000.0,102589000000.0,-1880000000.0,-14509000000.0,-33140000000.0,-6471000000.0,-6262000000.0,-37117000000.0,-132456000000.0,
2018-03-31,-23242000000.0,56428000000.0,-161598000000.0,-65433000000.0,-66598000000.0,32276000000.0,63188000000.0,-35150000000.0,1719000000.0,190832000000.0,102032000000.0,1104000000.0,-8000000.0,-30490000000.0,-19450000000.0,-1148000000.0,-23132000000.0,-136648000000.0,-9000000.0
2017-03-31,1441000000.0,62635000000.0,-137833000000.0,18305000000.0,16545000000.0,75000000.0,-23045000000.0,16079000000.0,-4745000000.0,141716000000.0,96281000000.0,1840000000.0,-17000000.0,-2080000000.0,3583000000.0,-634000000.0,-7817000000.0,-138984000000.0,-1109000000.0
