,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,126664000000.0,71880000000.0,-395903000000.0,386674000000.0,238657000000.0,43169000000.0,125055000000.0,299579000000.0,-15000000.0,19590000000.0,437235000000.0,335578000000.0,4135000000.0,-108486000000.0,-45320000000.0,-104405000000.0,-39516000000.0,-57420000000.0,-395548000000.0
2020-03-31,-1912000000.0,-17156000000.0,-447390000000.0,-96867000000.0,-240948000000.0,241901000000.0,68099000000.0,-113822000000.0,-13000000.0,-20804000000.0,595320000000.0,312888000000.0,11267000000.0,-108486000000.0,-57299000000.0,99961000000.0,-35582000000.0,-74606000000.0,-424510000000.0
2019-03-31,-73380000000.0,14464000000.0,-514700000000.0,74983000000.0,-92240000000.0,56797000000.0,254524000000.0,-71700000000.0,-28447000000.0,1753000000.0,533487000000.0,287317000000.0,3067000000.0,-105348000000.0,-47384000000.0,-14660000000.0,-33428000000.0,-119078000000.0,-410241000000.0
2018-03-31,-167170000000.0,-80417000000.0,-529053000000.0,110561000000.0,-40312000000.0,23243000000.0,320561000000.0,-10212000000.0,-26486000000.0,1152000000.0,558001000000.0,268626000000.0,2503000000.0,-97837000000.0,-31257000000.0,-4167000000.0,-26550000000.0,-67930000000.0,-347973000000.0
