,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,4692000000.0,-11120000000.0,-41807000000.0,11117000000.0,-479000000.0,-3498000000.0,14003000000.0,-2364000000.0,-4000000.0,-201000000.0,39983000000.0,34340000000.0,-621000000.0,-6848000000.0,-5572000000.0,13197000000.0,-4744000000.0,-7161000000.0,-42977000000.0,
2019-03-31,28000000.0,-141000000.0,-47229000000.0,6578000000.0,-954000000.0,1121000000.0,22238000000.0,-7443000000.0,-1767000000.0,-373000000.0,41113000000.0,32150000000.0,-1457000000.0,-5906000000.0,-9868000000.0,-5329000000.0,-254000000.0,-8729000000.0,-43987000000.0,395000000.0
2018-03-31,-1228000000.0,8568000000.0,-38796000000.0,3161000000.0,-5390000000.0,4766000000.0,21571000000.0,6395000000.0,-2618000000.0,231000000.0,49750000000.0,30323000000.0,-1390000000.0,-5933000000.0,-6176000000.0,-12053000000.0,-475000000.0,-6763000000.0,-34113000000.0,475000000.0
2017-03-31,1510000000.0,7303000000.0,-36369000000.0,-2593000000.0,-13612000000.0,2567000000.0,20484000000.0,-2143000000.0,-1812000000.0,-280000000.0,48119000000.0,27808000000.0,-567000000.0,-6328000000.0,-4056000000.0,-4609000000.0,-3289000000.0,-9586000000.0,-36726000000.0,410000000.0
