,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,3446000000.0,-522000000.0,-5850000000.0,7068000000.0,-7363000000.0,-2555000000.0,11986000000.0,9757000000.0,-2000000.0,-309000000.0,23280000000.0,11158000000.0,1000000.0,-8841000000.0,3752000000.0,-1196000000.0,-5588000000.0,657000000.0,-8657000000.0
2020-03-31,1857000000.0,-6121000000.0,-19006000000.0,123000000.0,-11448000000.0,4209000000.0,26682000000.0,6019000000.0,-2000000.0,-615000000.0,37090000000.0,9633000000.0,-486000000.0,-10838000000.0,-822000000.0,6252000000.0,-733000000.0,-16426000000.0,-17980000000.0
2019-03-31,-3236000000.0,2668000000.0,-20669000000.0,123000000.0,-10426000000.0,-2406000000.0,37004000000.0,380000000.0,-4000000.0,-1512000000.0,32989000000.0,8823000000.0,-710000000.0,-9697000000.0,-10377000000.0,-3795000000.0,-725000000.0,-16873000000.0,-15191000000.0
2018-03-31,804000000.0,3416000000.0,-10369000000.0,-530000000.0,-16400000000.0,2823000000.0,30611000000.0,8261000000.0,-5000000.0,113000000.0,34918000000.0,7793000000.0,-63000000.0,-7187000000.0,-10375000000.0,-3073000000.0,-8678000000.0,-13908000000.0,-9939000000.0
