,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Issuance Of Stock
2020-03-31,25614000000.0,704000000.0,5962000000.0,-1200000000.0,-14202000000.0,-6213000000.0,30174000000.0,13026000000.0,-3991000000.0,-209000000.0,21406000000.0,16683000000.0,-474000000.0,-5235000000.0,186000000.0,1502000000.0,-3776000000.0,-38323000000.0,-15550000000.0,
2019-03-31,10498000000.0,-1882000000.0,-21588000000.0,-18214000000.0,-24387000000.0,2463000000.0,25205000000.0,-9096000000.0,-3991000000.0,32000000.0,35215000000.0,16730000000.0,1528000000.0,-5415000000.0,319000000.0,-253000000.0,-758000000.0,-22168000000.0,-27074000000.0,
2018-03-31,-1393000000.0,3315000000.0,-14028000000.0,-1969000000.0,-7730000000.0,-1083000000.0,17182000000.0,13738000000.0,-3991000000.0,-40000000.0,35536000000.0,16739000000.0,2379000000.0,-5587000000.0,-1144000000.0,-56000000.0,-571000000.0,-9670000000.0,-6079000000.0,397000000.0
2017-03-31,26000000.0,2087000000.0,-10078000000.0,-30431000000.0,-36718000000.0,3424000000.0,16136000000.0,-7343000000.0,-3991000000.0,-2000000.0,36485000000.0,15518000000.0,1135000000.0,-4707000000.0,-391000000.0,-3593000000.0,-1908000000.0,-6021000000.0,-9459000000.0,328000000.0
