,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,554000000.0,9234000000.0,-57538000000.0,428000000.0,-68297000000.0,1878000000.0,70235000000.0,-4034000000.0,-33312000000.0,5492000000.0,116309000000.0,47950000000.0,171000000.0,-30188000000.0,-7607000000.0,-21058000000.0,-5225000000.0,-7408000000.0,-57724000000.0
2020-03-31,-1646000000.0,-4899000000.0,-59991000000.0,-336000000.0,-51637000000.0,2677000000.0,47156000000.0,7240000000.0,-16701000000.0,-4771000000.0,123641000000.0,49390000000.0,8000000.0,-29820000000.0,-5132000000.0,12805000000.0,-4780000000.0,-213000000.0,-59797000000.0
2019-03-31,6689000000.0,-14227000000.0,-49955000000.0,-3374000000.0,-58419000000.0,725000000.0,66560000000.0,-7027000000.0,-28547000000.0,-1000000.0,98569000000.0,45904000000.0,19000000.0,-26928000000.0,362000000.0,23148000000.0,430000000.0,-49253000000.0,-59628000000.0
2018-03-31,-2811000000.0,-4471000000.0,-50215000000.0,74000000.0,-44919000000.0,2338000000.0,87377000000.0,24365000000.0,-19354000000.0,-270000000.0,122551000000.0,49283000000.0,963000000.0,-25166000000.0,-6860000000.0,-18493000000.0,-473000000.0,-25414000000.0,-48466000000.0
