,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,2844000000.0,-15668000000.0,-20147000000.0,35758000000.0,20952000000.0,28298000000.0,18721000000.0,14985000000.0,60000000.0,14120000000.0,2617000000.0,-759000000.0,-5744000000.0,1100000000.0,-22414000000.0,-9062000000.0,-5248000000.0,-24756000000.0
2019-03-31,-2074000000.0,30952000000.0,-23633000000.0,42899000000.0,38555000000.0,-6168000000.0,18784000000.0,-1025000000.0,-41000000.0,-15882000000.0,2209000000.0,-220000000.0,-5193000000.0,-2994000000.0,-58224000000.0,849000000.0,-8573000000.0,-21043000000.0
2018-03-31,92000000.0,-16561000000.0,-15422000000.0,565000000.0,-4918000000.0,-4845000000.0,16914000000.0,-6527000000.0,242000000.0,13570000000.0,2011000000.0,-15000000.0,-5756000000.0,1275000000.0,18071000000.0,273000000.0,-10876000000.0,-18364000000.0
2017-03-31,-1387000000.0,12400000000.0,-13945000000.0,-10219000000.0,-15039000000.0,15750000000.0,19210000000.0,11122000000.0,-655000000.0,40763000000.0,1825000000.0,-55000000.0,-4420000000.0,2480000000.0,-13701000000.0,-400000000.0,-4912000000.0,-11179000000.0
