,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,103000000.0,-1611000000.0,-12772000000.0,1958000000.0,-10721000000.0,-801000000.0,472000000.0,25619000000.0,-1097000000.0,-12000000.0,79000000.0,22317000000.0,18177000000.0,-470000000.0,-6648000000.0,400000000.0,-18003000000.0,-6491000000.0,-14262000000.0,-10027000000.0
2019-03-31,1682000000.0,2304000000.0,-9812000000.0,-20088000000.0,-31757000000.0,7051000000.0,472000000.0,27470000000.0,7352000000.0,-14000000.0,-938000000.0,49587000000.0,15600000000.0,-122000000.0,-6047000000.0,1074000000.0,-5607000000.0,-5608000000.0,-11463000000.0,-11328000000.0
2018-03-31,-282000000.0,3829000000.0,-10735000000.0,-2044000000.0,-10212000000.0,741000000.0,472000000.0,19402000000.0,2390000000.0,-45000000.0,290000000.0,22759000000.0,15876000000.0,217000000.0,-3931000000.0,-953000000.0,-15219000000.0,-4192000000.0,-11555000000.0,-10012000000.0
2017-03-31,-513000000.0,2388000000.0,-10750000000.0,-13250000000.0,-22472000000.0,5093000000.0,472000000.0,18208000000.0,4190000000.0,-28000000.0,-576000000.0,37990000000.0,16432000000.0,-1113000000.0,-4833000000.0,-99000000.0,-9135000000.0,-4361000000.0,-5124000000.0,-8328000000.0
