,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Issuance Of Stock,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures,Repurchase Of Stock
2020-08-31,8354000000.0,-16278000000.0,-8478000000.0,143902000000.0,127444000000.0,5546000000.0,18000000.0,-6934000000.0,115146000000.0,-302000000.0,-3516000000.0,21840000000.0,1234000000.0,-9592000000.0,-2994000000.0,-450000000.0,-6884000000.0,25046000000.0,-9982000000.0,
2020-02-29,-3217000000.0,7792000000.0,-31435000000.0,3312000000.0,-11467000000.0,3779000000.0,675000000.0,23253000000.0,-19731000000.0,-1280000000.0,24452000000.0,18851000000.0,1795000000.0,-9960000000.0,-18023000000.0,-3156000000.0,-5494000000.0,-19394000000.0,-16834000000.0,
2019-02-28,14136000000.0,1816000000.0,-5492000000.0,-249000000.0,-9505000000.0,82000000.0,615000000.0,33845000000.0,6427000000.0,-2255000000.0,23680000000.0,11121000000.0,283000000.0,-9854000000.0,-16509000000.0,-590000000.0,-17000000.0,-26123000000.0,-13055000000.0,
2018-02-28,-446000000.0,381000000.0,-14290000000.0,-8862000000.0,-21759000000.0,4140000000.0,454000000.0,30113000000.0,11941000000.0,1008000000.0,46982000000.0,9864000000.0,319000000.0,-8385000000.0,-252000000.0,-1143000000.0,100000000.0,-11171000000.0,-9417000000.0,-5066000000.0
