,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Repurchase Of Stock,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,4526000000.0,-7885000000.0,-45864000000.0,-13887000000.0,-47883000000.0,-1240000000.0,4978000000.0,-39342000000.0,-17814000000.0,-2787000000.0,57193000000.0,30119000000.0,-2448000000.0,-10410000000.0,5709000000.0,8699000000.0,-5772000000.0,5135000000.0,-44127000000.0
2019-03-31,8652000000.0,-3049000000.0,-41095000000.0,3825000000.0,-25636000000.0,4340000000.0,35301000000.0,-8273000000.0,-12998000000.0,-64000000.0,58523000000.0,31050000000.0,-2589000000.0,-10783000000.0,-16149000000.0,4140000000.0,-5680000000.0,-15543000000.0,-41647000000.0
2018-03-31,1204000000.0,9952000000.0,-33189000000.0,28131000000.0,-1962000000.0,-2336000000.0,37062000000.0,32014000000.0,-9979000000.0,278000000.0,66888000000.0,32956000000.0,-950000000.0,-11412000000.0,-8624000000.0,-5243000000.0,-8702000000.0,-19046000000.0,-32110000000.0
2017-03-31,5235000000.0,-3165000000.0,-34722000000.0,1284000000.0,-19942000000.0,9220000000.0,43198000000.0,31037000000.0,-4001000000.0,-465000000.0,86168000000.0,30836000000.0,-2440000000.0,-9036000000.0,3778000000.0,-4161000000.0,-8189000000.0,-14713000000.0,-37201000000.0
