,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2021-03-31,-12000000.0,5812000000.0,-11267000000.0,-988000000.0,-5825000000.0,4825000000.0,13008000000.0,9136000000.0,1228000000.0,25001000000.0,6335000000.0,-2876000000.0,-3028000000.0,-8031000000.0,668000000.0,-1809000000.0,-3142000000.0,-5503000000.0
2020-03-31,-12000000.0,-593000000.0,-19141000000.0,5587000000.0,2090000000.0,3003000000.0,5765000000.0,-7840000000.0,-514000000.0,9724000000.0,6071000000.0,-6091000000.0,-2820000000.0,-8902000000.0,2770000000.0,-677000000.0,-2835000000.0,-12641000000.0
2019-03-31,-679000000.0,-4582000000.0,-12515000000.0,77000000.0,-3172000000.0,107000000.0,8892000000.0,-7297000000.0,-122000000.0,8513000000.0,5319000000.0,-1221000000.0,-2609000000.0,1372000000.0,-2188000000.0,-640000000.0,-5631000000.0,-5229000000.0
2018-03-31,-237000000.0,7415000000.0,-5862000000.0,77000000.0,-2936000000.0,-5591000000.0,12854000000.0,1920000000.0,-175000000.0,10894000000.0,5062000000.0,-307000000.0,-2401000000.0,-5071000000.0,-4322000000.0,-535000000.0,-5142000000.0,-5353000000.0
