,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,12181000000.0,13189000000.0,-84023000000.0,-68813000000.0,-91747000000.0,-26156000000.0,99967000000.0,80938000000.0,-4496000000.0,261863000000.0,114796000000.0,-6851000000.0,-18177000000.0,11430000000.0,-14352000000.0,-4757000000.0,11425000000.0,-72825000000.0
2019-03-31,7586000000.0,25915000000.0,-76675000000.0,-49852000000.0,-50503000000.0,-33443000000.0,39675000000.0,-67711000000.0,-1275000000.0,64235000000.0,52669000000.0,-262000000.0,-15586000000.0,-16716000000.0,-58421000000.0,14935000000.0,7480000000.0,-48929000000.0
2018-03-31,31632000000.0,17036000000.0,-14231000000.0,13862000000.0,-7239000000.0,-24151000000.0,45870000000.0,106055000000.0,-2447000000.0,129981000000.0,96037000000.0,-1399000000.0,-15586000000.0,-16115000000.0,12244000000.0,-5515000000.0,-940000000.0,-43253000000.0
2017-03-31,242000000.0,-31666000000.0,6425000000.0,-30817000000.0,-48881000000.0,-30839000000.0,27310000000.0,47647000000.0,-2422000000.0,92525000000.0,80376000000.0,1527000000.0,-15592000000.0,22659000000.0,22201000000.0,-2472000000.0,-38264000000.0,-37201000000.0
