,Investments,Change To Liabilities,Total Cashflows From Investing Activities,Net Borrowings,Total Cash From Financing Activities,Change To Operating Activities,Net Income,Change In Cash,Effect Of Exchange Rate,Total Cash From Operating Activities,Depreciation,Other Cashflows From Investing Activities,Dividends Paid,Change To Inventory,Change To Account Receivables,Other Cashflows From Financing Activities,Change To Netincome,Capital Expenditures
2020-03-31,-5536000000.0,-6513000000.0,-57334000000.0,25579000000.0,21644000000.0,-8502000000.0,5012000000.0,-15477000000.0,-9000000.0,20222000000.0,27901000000.0,-315000000.0,-3574000000.0,-2477000000.0,9035000000.0,-361000000.0,-7831000000.0,-49895000000.0
2019-03-31,-819000000.0,68000000.0,-8489000000.0,23186000000.0,19152000000.0,-23165000000.0,33004000000.0,44943000000.0,-8000000.0,34288000000.0,24737000000.0,137000000.0,-3817000000.0,-1085000000.0,-503000000.0,-217000000.0,-8791000000.0,-53459000000.0
2018-03-31,-296000000.0,1011000000.0,-28474000000.0,12838000000.0,9438000000.0,894000000.0,11776000000.0,3221000000.0,-8000000.0,22257000000.0,10913000000.0,-77000000.0,-3005000000.0,1191000000.0,-2575000000.0,-395000000.0,-5700000000.0,-27410000000.0
2017-03-31,1742000000.0,658000000.0,-8373000000.0,-8666000000.0,-11702000000.0,-3782000000.0,6886000000.0,-4456000000.0,-1000000.0,15620000000.0,11693000000.0,-63000000.0,-2761000000.0,1716000000.0,160000000.0,-275000000.0,-6055000000.0,-9008000000.0
